gene_name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3
ENSG00000260370.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237297.1	8.613264427217915e-05	8.415889198807348e-05	7.3620453100425e-05	8.499271491015056e-05	4.549945400655192e-05	7.07804249656715e-05
ENSG00000261456.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232420.2	0.04467634002517724	0.044363758776570165	0.04506241006592377	0.04507042253521126	0.04682543809474286	0.04473322857830438
ENSG00000015171.19	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000276662.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000212331.1	0.011024978466838932	0.009984851399442147	0.008359267811130073	0.009792374939290917	0.010003379959440487	0.008649367930805056
ENSG00000151240.16	1.3251176041873716e-05	1.2022698855439069e-05	0.0	0.0	0.0	7.078042496567149e-06
ENSG00000201861.1	0.0	0.0	0.0	6.070908207867897e-06	6.499922000935989e-06	0.0
ENSG00000239822.3	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233021.2	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225140.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000263511.1	0.0002849002849002849	0.00037270366451861114	0.00040156610782049993	0.0003217581350169985	0.00035749571005147936	0.00033266799733865603
ENSG00000180525.11	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231601.1	0.033392963625521764	0.03341709146869289	0.03429374560787069	0.03301966974259349	0.0347680827830066	0.035163715122945596
ENSG00000107929.14	4.6379116146558006e-05	3.6068096566317206e-05	3.3463842318375e-05	5.463817387081107e-05	3.249961000467994e-05	4.954629747597005e-05
ENSG00000229869.1	0.0003445305770887166	0.000348658266807733	0.00036140949703844993	0.0003642544924720738	0.0002794966460402475	0.00036098016732492464
ENSG00000205740.2	0.0666732922546876	0.06601062806578821	0.07457751899073052	0.06607576493443419	0.07292912485050179	0.0717925850426806
ENSG00000107937.18	6.625588020936858e-06	0.0	6.692768463674999e-06	6.070908207867897e-06	6.499922000935989e-06	1.4156084993134299e-05
ENSG00000148377.5	0.00015238852448154773	0.00015629508512070788	0.00016062644312819996	0.00022462360369111218	0.0001234985180177838	0.00021941931739358163
ENSG00000232656.7	0.029702511097859936	0.03468548619794171	0.022655021249539872	0.027379796017484213	0.03282460610472674	0.02264265794651831
ENSG00000067064.11	0.007394156231365533	0.007063335577570453	0.006659304621356624	0.007552209810587664	0.00789090530913629	0.006830311009187299
ENSG00000047056.15	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229205.3	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185736.15	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000282390.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233052.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000205696.4	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234962.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226694.2	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278069.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000252998.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227912.1	6.625588020936858e-06	0.0	0.0	0.0	0.0	0.0
ENSG00000231326.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000212156.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234556.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234170.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237500.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235281.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231743.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234182.1	0.00019876764062810574	0.00028854477253053765	0.00033463842318374993	0.00030961631860126275	0.00031849617804586346	0.0002689656148695517
ENSG00000273001.1	0.15860995163320746	0.1626310474175243	0.19888230766656628	0.17173385138416705	0.18443528677655868	0.19916195976840645
ENSG00000067057.16	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278419.1	0.046319485854369576	0.046251322496874095	0.05252484690292139	0.04526469159786304	0.04850891789298528	0.051195481377670195
ENSG00000107959.15	0.00041741204531902206	0.00039674906222948925	0.0005889636248034	0.0005099562894609033	0.0003639956320524154	0.0005874775272150735
ENSG00000237399.7	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236968.1	0.0	0.0	0.0	0.0	6.499922000935989e-06	0.0
ENSG00000226762.2	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227338.1	6.625588020936858e-06	0.0	0.0	0.0	0.0	0.0
ENSG00000233321.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236892.1	0.0	0.0	0.0	6.070908207867897e-06	6.499922000935989e-06	0.0
ENSG00000229672.2	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228353.1	0.03068309812495859	0.03415047609887467	0.03177057189706522	0.07472680913064594	0.07566559201289584	0.07064594215823672
ENSG00000067082.14	0.0	0.0	0.0	0.0	0.0	7.078042496567149e-06
ENSG00000230573.1	6.625588020936858e-06	0.0	0.0	0.0	0.0	7.078042496567149e-06
ENSG00000226005.4	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000274809.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227101.1	6.625588020936858e-06	0.0	0.0	0.0	0.0	0.0
ENSG00000236990.1	6.625588020936858e-06	0.0	1.3385536927349998e-05	0.0	1.2999844001871978e-05	7.078042496567149e-06
ENSG00000233117.2	0.0	6.011349427719534e-06	6.692768463674999e-06	0.0	0.0	0.0
ENSG00000224382.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230096.1	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207124.1	0.0008281985026171073	0.0007153505818986246	0.0006224274671217749	0.00045531811559009226	0.000630492434090791	0.0004813068897665662
ENSG00000231298.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225269.2	0.006247929503743457	0.005302010195248629	0.004885720978482749	0.005524526469159786	0.005128438458738495	0.004898005407624468
ENSG00000165568.17	0.0	6.011349427719534e-06	0.0	0.0	6.499922000935989e-06	0.0
ENSG00000151631.8	1.3251176041873716e-05	6.011349427719534e-06	0.0	0.0	0.0	0.0
ENSG00000238840.1	0.29122109587225864	0.2706008944887948	0.17241910116119533	0.1864983001457018	0.2039090530913629	0.1771280134765929
ENSG00000187134.13	0.9667726760750016	1.0	0.9014021349931399	0.8925934919864011	0.9236064167229994	0.8288316983055166
ENSG00000151632.17	0.0002650235208374743	0.00011421563912667116	0.00025432520161965	0.0001821272462360369	0.00010399875201497582	0.00013448280743477584
ENSG00000224251.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000239148.1	0.4519512356721659	0.42796599980763683	0.3690526386239668	0.38633438562408934	0.40259216889397326	0.36984187653062667
ENSG00000196139.13	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000239142.1	3.312794010468429e-05	2.4045397710878137e-05	6.692768463674999e-06	1.821272462360369e-05	2.5999688003743955e-05	0.0
ENSG00000225418.1	6.625588020936858e-05	5.410214484947581e-05	9.369875849144998e-05	8.499271491015056e-05	7.149914201029587e-05	4.2468254979402894e-05
ENSG00000264006.8	0.00017889087656529517	0.00012623833798211021	0.00016062644312819996	0.0001457017969888295	0.00022099734803182361	9.90925949519401e-05
ENSG00000198610.10	6.625588020936858e-06	6.011349427719534e-06	0.0	1.2141816415735793e-05	6.499922000935989e-06	0.0
ENSG00000228291.1	0.0	1.2022698855439069e-05	0.0	0.0	6.499922000935989e-06	0.0
ENSG00000231039.2	0.0004439143974027695	0.0004087717610849283	0.0003279456547200749	0.00040675084992714905	0.0004029951640580313	0.00043883863478716325
